episode,#,question,answer,filename
,5,ПО КОЈОЈ АМЕРИЧКОЈ САВЕЗНОЈ ДРЖАВИ ЈЕ НАЗВАН АЛБУМ РЕД ХОТ ЧИЛИ ПЕПЕРСА ИЗ 1999. ГОДИНЕ?,ПО КАЛИФОРНИЈИ („САЦПЕОВМСАТОМ“),E:\Slagalica\Slagalica-1080p-sve\batch5\2020.11.21 Slagalica.mp4
,6,КОЈИ ДОБИТНИК НИНОВЕ НАГРАДЕ ЈЕ АУТОР ПОЛЕМИЧКЕ КЊИГЕ „ЧАС АНАТОМИЈЕ“?,ДАНИЛО КИШ,E:\Slagalica\Slagalica-1080p-sve\batch5\2020.11.21 Slagalica.mp4
,7,ПО КОМ СТАРОГРЧКОМ ФИЛОЗОФУ СЕ НАЗИВА ЉУБАВ БЕЗ СЕКСУАЛНЕ ПРИВЛАЧНОСТИ?,ПО ПЛАТОНУ (ПЛАТОНСКА ЉУБАВ),E:\Slagalica\Slagalica-1080p-sve\batch5\2020.11.21 Slagalica.mp4
,8,"КОЈЕ ИМЕ, ПО НАМИРНИЦИ КОЈУ ПРОМОВИШУ, ДЕЛЕ ТРАДИЦИОНАЛНЕ МАНИФЕСТАЦИЈЕ У ФУТОГУ И МРЧАЈЕВЦИМА?",КУПУСИЈАДА,E:\Slagalica\Slagalica-1080p-sve\batch5\2020.11.21 Slagalica.mp4
,9,У КОЈОЈ НЕКАДАШЊОЈ ДРЖАВИ СУ ПОСТОЈАЛА ПОЉОПРИВРЕДНА ГАЗДИНСТВА КОЛХОЗИ И СОВХОЗИГ?,У СССР-У / СОВЈЕТСКОМ САВЕЗУ,E:\Slagalica\Slagalica-1080p-sve\batch5\2020.11.21 Slagalica.mp4
,10,У КОМ СПОРТУ СУ РЕПРЕЗЕНТАТИВЦИ СРБИЈЕ БРАЋА СТРАХИЊА И ВИКТОР РАШОВИЋ?,У ВАТЕРПОЛУ,E:\Slagalica\Slagalica-1080p-sve\batch5\2020.11.21 Slagalica.mp4
2020.11.22 Slagalica.mp4,,,,
,1,У КОЈОЈ ДАНАШЊОЈ ДРЖАВИ СЕ НАЛАЗИ РЕКА БРЕГАЛНИЦА НА КОЈОЈ СЕ ОДИГРАЛА ПОЗНАТА БИТКА ИЗ ДРУГОГ БАЛКАНСКОГ РАТА?,У СЕВЕРНОЈ МАКЕДОНИЈИ,E:\Slagalica\Slagalica-1080p-sve\batch5\2020.11.22 Slagalica.mp4
,2,"ПРАКСИТЕЛ, ПОЛИКЛЕТ, ФИДИЈА И МИРОН БИЛИ СУ СЛАВНИ СТАРОГРЧКИ ПРЕДСТАВНИЦИ КОЈЕ ФОРМЕ ЛИКОВНЕ УМЕТНОСТИ?",ВАЈАРСТВА / СКУЛПТУРЕ,E:\Slagalica\Slagalica-1080p-sve\batch5\2020.11.22 Slagalica.mp4
,3,НАЗИВ ЗА ПОЛИЦИЈУ ШИРЕГ ПОДРУЧЈА ЛОНДОНА ПОТИЧЕ ОД ЗАДЊЕГ УЛАЗА ЊЕНОГ ПРВОБИТНОГ СЕДИШТА - КАКО ГЛАСИ?,СКОТЛАНД ЈАРД,E:\Slagalica\Slagalica-1080p-sve\batch5\2020.11.22 Slagalica.mp4
,4,"КАКО СЕ, НА СЛОВО „М“, НАЗИВА ИЗАБРАНО ЛИЦЕ КОЈЕ ИМА ЗАДАТАК ДА САСТАВИ ВЛАДУ НЕКЕ ДРЖАВЕ?",МАНДАТАР,E:\Slagalica\Slagalica-1080p-sve\batch5\2020.11.22 Slagalica.mp4
,5,"КОЈА МУЗИЧКА ГРУПА СЕ ПРОСЛАВИЛА ХИТОВИМА КАО ШТО СУ “ВАМВОГЕО"", “""МАМО5 А ВА ЦАР"" И “ОЈОВ! ОЈОВА""?",ЏИПСИ КИНГС (GIPSY KINGS),E:\Slagalica\Slagalica-1080p-sve\batch5\2020.11.22 Slagalica.mp4
,6,КОЈИ УЕЛБЕКОВ РОМАН О ФРАНЦУСКОЈ С ИСЛАМИСТИМА НА ВЛАСТИ ЈЕ ОБЈАВЉЕН ДАНА КАД СЕ ДОГОДИО НАПАД НА МАГАЗИН „ОШАРЛИ ЕБДО“?,ПОКОРАВАЊЕ (SOUMISSION),E:\Slagalica\Slagalica-1080p-sve\batch5\2020.11.22 Slagalica.mp4
,7,"ИЗ КОЈЕ ЕВРОПСКЕ ДРЖАВЕ ДОЛАЗИ НЕТФЛИКСОВА НАУЧНОФАНТАСТИЧНА ТРИЛЕР СЕРИЈА „МРАК“ ИЛИ У ЕНГЛЕСКОМ ПРЕВОДУ “РАРКК""?",ИЗ НЕМАЧКЕ,E:\Slagalica\Slagalica-1080p-sve\batch5\2020.11.22 Slagalica.mp4
,8,"КАКО СЕ, ПО АУСТРИЈСКОМ ФИЗИЧАРУ, НАЗИВА ОДНОС БРЗИНЕ КРЕТАЊА ТЕЛА КРОЗ ФЛУИД И БРЗИНЕ ЗВУКА У ИСТОЈ СРЕДИНИ?",МАХОВ БРОЈ / МАХ,E:\Slagalica\Slagalica-1080p-sve\batch5\2020.11.22 Slagalica.mp4
,9,"КОЈА ВРСТА ДЕБЕЛЕ КОБАСИЦЕ НА СЛОВО „М“ ПОРЕКЛОМ ИЗ БОЛОЊЕ СЕ ПРАВИ ОД МЕШАВИНЕ СВИЊСКОГ И ТЕЛЕЋЕГ МЕСА, СЛАНИНЕ И ЗАЧИНА?",МОРТАДЕЛА,E:\Slagalica\Slagalica-1080p-sve\batch5\2020.11.22 Slagalica.mp4
,10,"О ЏЕЈ СИМПСОН ЈЕ ВЕЋИМ ДЕЛОМ '70-ИХ ГОДИНА ИГРАО ЗА КОЈИ НФЛ ТИМ, ИНАЧЕ ПОРАЖЕН ЧЕТИРИ ГОДИНЕ ЗАРЕДОМ У СУПЕРБОУЛУ '90-ИХ ?",БАФАЛО БИЛСИ,E:\Slagalica\Slagalica-1080p-sve\batch5\2020.11.22 Slagalica.mp4
2020.11.23 Slagalica.mp4,,,,
,1,КОЈА МЕДИТЕРАНСКА ДРЖАВА ИМА НАЈКРАЋУ МОРСКУ ОБАЛУ ОД СВИХ ЗЕМАЉА СВЕТА КОЈЕ ИЗЛАЗЕ НА МОРЕ?,МОНАКО,E:\Slagalica\Slagalica-1080p-sve\batch5\2020.11.23 Slagalica.mp4
,2,КОЈА ГЛУМИЦА ЈЕ ИГРАЛА МАЈКУ ДИМИТРИЈА ПАНТИЋА У ФИЛМСКОМ СЕРИЈАЛУ „ТЕСНА КОЖА“?,РАХЕЛА ФЕРАРИ,E:\Slagalica\Slagalica-1080p-sve\batch5\2020.11.23 Slagalica.mp4
,3,КОЈЕ ЈАПАНСКО НАЦИОНАЛНО ПИЋЕ НА СЛОВО „С“ СЕ ДОБИЈА АЛКОХОЛНИМ ВРЕЊЕМ ПИРИНЧА?,САКЕ,E:\Slagalica\Slagalica-1080p-sve\batch5\2020.11.23 Slagalica.mp4
,4,"УПРКОС ТОМЕ ШТО НЕМА ЛЕВУ РУКУ, РИК АЛЕН ЈЕ ДУГОГОДИШЊИ БУБЊАР КОЈЕ ЕНГЛЕСКЕ ХАРД-РОК ГРУПЕ?",ДЕФ ЛЕПАРД (DEF LEPPARD),E:\Slagalica\Slagalica-1080p-sve\batch5\2020.11.23 Slagalica.mp4
,5,У КОМ ДАНАШЊЕМ ГЛАВНОМ ГРАДУ ЈЕ УМРО JOCMWMIT SPO3 TMTO??,У ЉУБЉАНИ,E:\Slagalica\Slagalica-1080p-sve\batch5\2020.11.23 Slagalica.mp4
,6,КОЈИ ЧУВЕНИ НАДИМАК МАНЕКЕНКЕ ЛЕСЛИ ЛОСОН И СИНОНИМ ЗА МРШАВОСТ ЈЕ УЈЕДНО НАДИМАК БИВШЕГ КОШАРКАША ДРАГОГ ИВКОВИЋА?,ТВИГИ,E:\Slagalica\Slagalica-1080p-sve\batch5\2020.11.23 Slagalica.mp4
,7,КОМ РЕДУ ПТИЦА ПРИПАДА БУЉИНА?,СОВАМА (STRIGIFORMES),E:\Slagalica\Slagalica-1080p-sve\batch5\2020.11.23 Slagalica.mp4
,8,"MECTO Y JEMEHY TTO3HATO KAO „НАЈСТАРИЈИ ГРАД ОБЛАКОДЕРА“ И „МЕНХЕТН ПУСТИЊЕ“ ЗОВЕ СЕ ШИЈЕМ, ШИРИМ ИЛИ ШИБАМ?",ШИБАМ,E:\Slagalica\Slagalica-1080p-sve\batch5\2020.11.23 Slagalica.mp4
,9,"РОМУЛО ГАЉЕГОС, АУТОР ПОЗНАТОГ РОМАНА „ДОЊА БАРБАРА“, БИО ЈЕ ПРВИ СЛОБОДНО ИЗАБРАНИ ПРЕДСЕДНИК КОЈЕ ЈУЖНОАМЕРИЧКЕ ЗЕМЉЕ?",ВЕНЕЦУЕЛЕ,E:\Slagalica\Slagalica-1080p-sve\batch5\2020.11.23 Slagalica.mp4
,10,КО ЈЕ У ПРОТЕКЛОЈ ДЕЦЕНИЈИ ОСВОЈИО ДВЕ НБА ТИТУЛЕ С МАЈАМИЈЕМ И ЈЕДНУ С КЛИВЛЕНДОМ КАО НАЈБОЉИ ИГРАЧ СВА ТРИ ФИНАЛА?,ЛЕБРОН ЏЕЈМС,E:\Slagalica\Slagalica-1080p-sve\batch5\2020.11.23 Slagalica.mp4
2020.11.24 Slagalica.mp4,,,,
,1,КОЈЕ ЈЕ ПО ПОВРШИНИ НАЈВЕЋЕ ОСТРВО ГРЧКЕ?,КРИТ,E:\Slagalica\Slagalica-1080p-sve\batch5\2020.11.24 Slagalica.mp4
,2,КОЈИ ФРАНЦУСКИ ПИСАЦ ЈЕ СТВОРИО ЛИК КАПЕТАНА НЕМА?,ЖИЛ ВЕРН,E:\Slagalica\Slagalica-1080p-sve\batch5\2020.11.24 Slagalica.mp4
,3,КОМ КОНТИНЕНТУ ПРИПАДА ОСТРВСКА ДРЖАВА ИСТОЧНИ ТИМОР?,АЗИЈИ,E:\Slagalica\Slagalica-1080p-sve\batch5\2020.11.24 Slagalica.mp4
,4,НАСЛОВНА ЈУНАКИЊА КОЈЕ ПУЧИНИЈЕВЕ ОПЕРЕ ЈЕ СЛАВНА ОПЕРСКА ПЕВАЧИЦА ЧИЈЕ ЈЕ ЛИЧНО ИМЕ ФЛОРИЈА?,ТОСКА,E:\Slagalica\Slagalica-1080p-sve\batch5\2020.11.24 Slagalica.mp4
,5,КОЈИ ЈЕ ГРЧКИ ПАНДАН РИМСКОМ БОГУ НЕПТУНУ?,ПОСЕЈДОН,E:\Slagalica\Slagalica-1080p-sve\batch5\2020.11.24 Slagalica.mp4
,6,КО ЈЕ 1989. ГОДИНЕ НАСЛЕДИО АЈАТОЛАХА ХОМЕИНИЈА КАО ДРУГИ ВРХОВНИ ВОЂА ИСЛАМСКЕ РЕПУБЛИКЕ ИРАН?,АЛИ ХАМНЕИ,E:\Slagalica\Slagalica-1080p-sve\batch5\2020.11.24 Slagalica.mp4
,7,КОЈИ ГЛАВНИ ГРАД ЈЕ ИЗГРАЂЕН ПО ПЛАНОВИМА АРХИТЕКАТА ЛУСИЈА КОСТЕ И ОСКАРА НИМАЈЕРА?,БРАЗИЛИЈА,E:\Slagalica\Slagalica-1080p-sve\batch5\2020.11.24 Slagalica.mp4
,8,КОЈИ ЛИК ИЗ БИБЛИЈЕ ЈЕ ПРОТАГОНИСТА ФИЛМА „ДЕСЕТ ЗАПОВЕСТИ“?,МОЈСИЈЕ,E:\Slagalica\Slagalica-1080p-sve\batch5\2020.11.24 Slagalica.mp4
,9,КАКО СЕ НАЗИВАЈУ НЕДЕЉИВЕ ЈЕДИНИЦЕ СВЕТА ОКО НАС О КОЈИМА ЈЕ ПИСАО ЛАЈБНИЦ?,МОНАДЕ,E:\Slagalica\Slagalica-1080p-sve\batch5\2020.11.24 Slagalica.mp4
,10,КОЛИКО КАРАТА ДОБИЈА СВАКИ ИГРАЧ НА ПОЧЕТКУ ПАРТИЈЕ БРИЏА?,ТРИНАЕСТ,E:\Slagalica\Slagalica-1080p-sve\batch5\2020.11.24 Slagalica.mp4
2020.11.25 Slagalica FINALE.mp4,,,,
,1,"КАКО СЕ ЗОВЕ НАСЛОВНИ ЈУНАК ШВАРЦЕНЕГЕРОВИХ ФИЛМОВА КОЈИ ЈЕ У ПРВОМ ДЕЛУ „ВАРВАРИН“, А У ДРУГОМ „УНИШТИТЕЉ-“?",КОНАН,E:\Slagalica\Slagalica-1080p-sve\batch5\2020.11.25 Slagalica FINALE.mp4
,2,КОЈА ПОСТСОВЈЕТСКА ДРЖАВА НА ЗАСТАВИ ПОРЕД ПОЛУМЕСЕЦА ИМА ДВАНАЕСТ ЗВЕЗДА?,УЗБЕКИСТАН,E:\Slagalica\Slagalica-1080p-sve\batch5\2020.11.25 Slagalica FINALE.mp4
,3,КОЈА ПЕСМА МИЛУТИНА БОЈИЋА ЈЕ НАЗВАНА ПО ДЕЛУ МОРА КОД КРФА ГДЕ СУ САХРАЊИВАНИ СРПСКИ ВОЈНИЦИ?,ПЛАВА ГРОБНИЦА,E:\Slagalica\Slagalica-1080p-sve\batch5\2020.11.25 Slagalica FINALE.mp4
,4,"ПОД КОЈИМ АКРОНИМОМ ЈЕ ПОЗНАТА ОРГАНИЗАЦИЈА УЈЕДИЊЕНИХ НАЦИЈА ЗА ОБРАЗОВАЊЕ, НАУКУ И КУЛТУРУ?",УНЕСКО (ОМЕ5СО),E:\Slagalica\Slagalica-1080p-sve\batch5\2020.11.25 Slagalica FINALE.mp4
,5,КАКО СЕ НАЗИВА ЛЕКАР СПЕЦИЈАЛИСТА ЗА ЖЛЕЗДЕ С УНУТРАШЊИМ ЛУЧЕЊЕМ?,ЕНДОКРИНОЛОГ,E:\Slagalica\Slagalica-1080p-sve\batch5\2020.11.25 Slagalica FINALE.mp4
,6,КАКО СЕ ЗВАО СТАРОЕГИПАТСКИ БОГ У ОБЛИЧЈУ ШАКАЛА ИЛИ ПСА КОЈИ ЈЕ РУКОВОДИО ПОСМРТНИМ ЦЕРЕМОНИЈАМА И БАЛСАМОВАЊЕМ?,АНУБИС,E:\Slagalica\Slagalica-1080p-sve\batch5\2020.11.25 Slagalica FINALE.mp4
,7,"У КОЈОЈ ДРЖАВИ ПРЕТЕЖНО ЖИВИ НАРОД КАШУБИ, ЧИЈЕГ ЈЕ ПОРЕКЛА И ЊЕН БИВШИ ПРЕМИЈЕР ДОНАЛД ТУСК?",У ПОЉСКОЈ,E:\Slagalica\Slagalica-1080p-sve\batch5\2020.11.25 Slagalica FINALE.mp4
,8,У КОМ ФИЛМУ ЈЕ НИКОЛА КОЈО ОТПЕВАО ПЕСМУ „НЕСАНИЦА“?,ИВКОВА СЛАВА,E:\Slagalica\Slagalica-1080p-sve\batch5\2020.11.25 Slagalica FINALE.mp4
,9,У КОЈОЈ ДАНАШЊОЈ ДРЖАВИ СЕ НАЛАЗИ ДОЛИНА НЕАНДЕРТАЛ ПО КОЈОЈ ЈЕ НАЗВАН НЕАНДЕРТАЛАЦ?,У НЕМАЧКОЈ,E:\Slagalica\Slagalica-1080p-sve\batch5\2020.11.25 Slagalica FINALE.mp4
,10,КОЈИ РУСКИ ФУДБАЛЕР ЈЕ НА МУНДИЈАЛУ 1994. ГОДИНЕ ПОСТИГАО РЕКОРДНИХ ПЕТ ГОЛОВА У УТАКМИЦИ ПРОТИВ КАМЕРУНА?,ОЛЕГ САЉЕНКО (САЛЕНКО),E:\Slagalica\Slagalica-1080p-sve\batch5\2020.11.25 Slagalica FINALE.mp4
2020.11.26 Slagalica _ 133. _.mp4,,,,
,1,ПРЕГРАЂИВАЊЕМ КОЈЕ НАШЕ РЕКЕ ЈЕ НАСТАЛО ВЕШТАЧКО ЈЕЗЕРО ГАЗИВОДЕ?,РЕКЕ ИБАР,E:\Slagalica\Slagalica-1080p-sve\batch5\2020.11.26 Slagalica _ 133. _.mp4
,2,"ДЕКУПАЖ ПРЕДСТАВЉА ВРСТУ ПТИЦЕ, ЛЕКОВИТЕ БИЉКЕ ИЛИ ДЕКОРАТИВНЕ ТЕХНИКЕ?",ДЕКОРАТИВНЕ ТЕХНИКЕ,E:\Slagalica\Slagalica-1080p-sve\batch5\2020.11.26 Slagalica _ 133. _.mp4
,3,У КОЈОЈ МЕДИТЕРАНСКОЈ ДРЖАВИ СЕ ДОДЕЉУЈУ ФИЛМСКЕ НАГРАДЕ „ОФИР“?,У ИЗРАЕЛУ,E:\Slagalica\Slagalica-1080p-sve\batch5\2020.11.26 Slagalica _ 133. _.mp4
,4,ДЕЛО „ЛАУТА И ОЖИЉЦИ“ ЈЕ ПОСТХУМНО ИЗДАТА ЗБИРКА ПРИЧА КОГ НАШЕГ КЊИЖЕВНИКА?,ДАНИЛА КИША,E:\Slagalica\Slagalica-1080p-sve\batch5\2020.11.26 Slagalica _ 133. _.mp4
,5,У КОЈОЈ НАМА СУСЕДНОЈ ДАНАШЊОЈ ДРЖАВИ СУ РОЂЕНИ СЛАВНИ АМЕРИЧКИ ФИЗИЧАРИ ЕДВАРД ТЕЛЕР И ЛЕО СИЛАРД?,У МАЂАРСКОЈ,E:\Slagalica\Slagalica-1080p-sve\batch5\2020.11.26 Slagalica _ 133. _.mp4
,6,КОЈЕ ГОДИНЕ ЈЕ ИЗБИЛА ТИМОЧКА БУНА ПРОТИВ ВЛАДЕ КРАЉА МИЛАНА ОБРЕНОВИЋА?,1883. ГОДИНЕ,E:\Slagalica\Slagalica-1080p-sve\batch5\2020.11.26 Slagalica _ 133. _.mp4
,7,"СОВЈЕТСКИ УМЕТНИК ВЛАДИМИР ВИСОЦКИ ПРОСЛАВИО СЕ ПРЕ СВЕГА КАО СЛИКАР, МУЗИЧАР ИЛИ АРХИТЕКТА?",МУЗИЧАР,E:\Slagalica\Slagalica-1080p-sve\batch5\2020.11.26 Slagalica _ 133. _.mp4
,8,У КОМ НАШЕМ ГРАДУ СЕ ТРАДИЦИОНАЛНО ОДРЖАВА МЕЂУНАРОДНИ СИМПОЗИЈУМ СКУЛПТУРЕ У ТЕРАКОТИ „ТЕККА“?,У КИКИНДИ,E:\Slagalica\Slagalica-1080p-sve\batch5\2020.11.26 Slagalica _ 133. _.mp4
,9,"КОЈИ НОБЕЛОВАЦ РОЂЕН У НЕМАЧКОЈ ЈЕ БИО АМЕРИЧКИ ДРЖАВНИ СЕКРЕТАРИ У НИКСОНОВОЈ, И У ФОРДОВОЈ АДМИНИСТРАЦИЈИ?",ХЕНРИ КИСИНЏЕР,E:\Slagalica\Slagalica-1080p-sve\batch5\2020.11.26 Slagalica _ 133. _.mp4
,10,У КОМ ПРИМОРСКОМ ГРАДУ СЕ РОДИО И КОШАРКАШКУ КАРИЈЕРУ ЗАПОЧЕО ДРАЖЕН ПЕТРОВИЋ?,У ШИБЕНИКУ,E:\Slagalica\Slagalica-1080p-sve\batch5\2020.11.26 Slagalica _ 133. _.mp4
2020.11.27 Slagalica _ 133. _.mp4,,,,
,1,КОЈЕ ДВЕ ХИМАЛАЈСКЕ ДРЖАВЕ СЕ ГРАНИЧЕ ЈЕДИНО С КИНОМ И ИНДИЈОМ?,НЕПАЛ И БУТАН,E:\Slagalica\Slagalica-1080p-sve\batch5\2020.11.27 Slagalica _ 133. _.mp4
,2,"ПРВА ЖЕНА КРАЉА СТЕФАНА ДЕЧАНСКОГ И МАЈКА ЦАРА ДУШАНА ЗВАЛА СЕ ТЕОДОРА, ЈЕЛЕНА ИЛИ ЕВДОКИЈА?",ТЕОДОРА (СМИЛЕЦ),E:\Slagalica\Slagalica-1080p-sve\batch5\2020.11.27 Slagalica _ 133. _.mp4
,3,У КОЈОЈ ДАНАШЊОЈ ДРЖАВИ ЈЕ РОЂЕН ДУГОГОДИШЊИ ПРВАК БАЛЕТА НАРОДНОГ ПОЗОРИШТА КОНСТАНТИН КОСТЈУКОВ?,У УКРАЈИНИ,E:\Slagalica\Slagalica-1080p-sve\batch5\2020.11.27 Slagalica _ 133. _.mp4
,4,КОЈИ ГЕРМАНИЗАМ НА СЛОВО „Ф“ ЈЕ У НАШИМ КРАЈЕВИМА КОРИШЋЕН ЗА ДОРУЧАК?,ФРУШТУК,E:\Slagalica\Slagalica-1080p-sve\batch5\2020.11.27 Slagalica _ 133. _.mp4
,5,"КАКО СЕ ПРЕЗИВАО КОНТРОВЕРЗНИ РУСКИ КЊИЖЕВНИК И ПОЛИТИЧАР ЕДУАРД, АУТОР РОМАНА „ЈА, ЕДИЧКА“?",ЛИМОНОВ,E:\Slagalica\Slagalica-1080p-sve\batch5\2020.11.27 Slagalica _ 133. _.mp4
,6,ЗА КОЈИ ФИЛМ РЕЖИСЕРА И СЦЕНАРИСТЕ ДУШАНА КОВАЧЕВИЋА ЈЕ МОМЧИЛО БАЈАГИЋ ИЗВЕО ПЕСМУ „ПАДА ВЛАДА“?,ПРОФЕСИОНАЛАЦ,E:\Slagalica\Slagalica-1080p-sve\batch5\2020.11.27 Slagalica _ 133. _.mp4
,7,КОЈИМ СЛОВОМ ПОЧИЊУ ИМЕНА ИЗВЕДЕНИХ СИ ЈЕДИНИЦА ЗА ОСВЕТЉЕНОСТ И СВЕТЛОСНИ ФЛУКС?,Л (ЛУКС И ЛУМЕН),E:\Slagalica\Slagalica-1080p-sve\batch5\2020.11.27 Slagalica _ 133. _.mp4
,8,КАКО СЕ ЗОВЕ БРДО У БАРСЕЛОНИ НА КОМЕ СЕ НАЛАЗЕ ИСТОИМЕНИ ЗАМАК И ОЛИМПИЈСКИ СТАДИОН ГДЕ ЈЕ НЕКАД ИГРАО ФК ЕСПАЊОЛ?,МОНЖУИК,E:\Slagalica\Slagalica-1080p-sve\batch5\2020.11.27 Slagalica _ 133. _.mp4
,9,КОЈЕ СУ БОЈЕ ЛЕПТИР У НАСЛОВУ ХИТА ЈУ ГРУПЕ И ДАМА У ИМЕНУ ПЕСМЕ ГРУПЕ СМАК?,ЦРНЕ („ЦРНИ ЛЕПТИР“ И „ЦРНА ДАМА“),E:\Slagalica\Slagalica-1080p-sve\batch5\2020.11.27 Slagalica _ 133. _.mp4
,10,ЗА КОЈУ РЕПРЕЗЕНТАЦИЈУ ЈЕ НАСТУПАО ЛЕГЕНДАРНИ ФУДБАЛЕР И ТРЕНЕР ЛИВЕРПУЛА КЕНИ ДАЛГЛИШ?,ЗА ШКОТСКУ,E:\Slagalica\Slagalica-1080p-sve\batch5\2020.11.27 Slagalica _ 133. _.mp4
2020.11.28 Slagalica _ 133. _.mp4,,,,
,1,КОЈА ПОПУЛАРНА КОЦКАРСКА ИГРА ЈЕ НАЗВАНА ФРАНЦУСКОМ РЕЧЈУ ЗА „ТОЧКИЋ“?,РУЛЕТ,E:\Slagalica\Slagalica-1080p-sve\batch5\2020.11.28 Slagalica _ 133. _.mp4
,2,КОЈА НЕМАЧКА МАРКСИСТКИЊА РОЂЕНА С ПРЕЗИМЕНОМ АЈСНЕР СЕ СМАТРА НАЈЗАСЛУЖНИЈОМ ЗА УСПОСТАВЉАЊЕ МЕЂУНАРОДНОГ ДАНА ЖЕНА?,КЛАРА ЦЕТКИН,E:\Slagalica\Slagalica-1080p-sve\batch5\2020.11.28 Slagalica _ 133. _.mp4
,3,ШАРЏА ЈЕ ИМЕ КОЈЕ ДЕЛЕ ТРЕЋИ НАЈВЕЋИ ГРАД И ЕМИРАТ КОЈЕ ДРЖАВЕ?,УЈЕДИЊЕНИХ АРАПСКИХ ЕМИРАТА (УАЕ),E:\Slagalica\Slagalica-1080p-sve\batch5\2020.11.28 Slagalica _ 133. _.mp4
,4,КОЈУ ШЕКСПИРОВУ ТРАГЕДИЈУ ЈЕ РЕЈФ ФАЈНС ЕКРАНИЗОВАО У СВОМ РЕЖИСЕРСКОМ ДЕБИЈУ СНИМАНОМ ВЕЋИМ ДЕЛОМ У СРБИЈИ?,КОРИОЛАН,E:\Slagalica\Slagalica-1080p-sve\batch5\2020.11.28 Slagalica _ 133. _.mp4
,5,"ГАЛИЦИЗАМ ЗА МАЛИ ДАМСКИ САЛОН НАМЕЊЕН ОБЛАЧЕЊУ И ДОТЕРИВАЊУ ЈЕ КУЛОАР, ПЕЊОАР ИЛИ БУДОАР?",БУДОАР,E:\Slagalica\Slagalica-1080p-sve\batch5\2020.11.28 Slagalica _ 133. _.mp4
,6,"КОЈИ НЕДАВНО ПРЕМИНУЛИ ВАЈАР ЈЕ АУТОР МЕМОРИЈАЛНИХ СПОМЕНИКА „БИТКА НА СУТЈЕСЦИ“, КАДИЊАЧА“ И КРАГУЈЕВАЧКОГ „М/3“?",МИОДРАГ ЖИВКОВИЋ,E:\Slagalica\Slagalica-1080p-sve\batch5\2020.11.28 Slagalica _ 133. _.mp4
,7,"КОЈИ ШЕСТОСЛОВНИ ПОЈАМ СЕ МОЖЕ ДЕФИНИСАТИ КАО МЕКАНО, РАСТРЕСИТО ЗЕМЉИШТЕ КОЈЕ САДРЖИ НАСЛАГЕ ИЗУМРЛИХ БАРСКИХ БИЉАКА?",ТРЕСЕТ,E:\Slagalica\Slagalica-1080p-sve\batch5\2020.11.28 Slagalica _ 133. _.mp4
,8,"КАКО СЕ ПО „ИЛИЈАДИ“ ЗВАО АХИЛОВ МЛАДИ ПРИЈАТЕЉ, А ПРЕМА КАСНИЈИМ АУТОРИМА И ЉУБАВНИК, КОЈЕГ ЈЕ ХЕКТОР УБИО КОПЉЕМ?",ПАТРОКЛО,E:\Slagalica\Slagalica-1080p-sve\batch5\2020.11.28 Slagalica _ 133. _.mp4
,9,КОЈИ АМЕРИЧКИ МУЗИЧКИ ДУЕТ ПОПУЛАРАН 1970-ИХ СУ ЧИНИЛИ БРАТ РИЧАРД И ПРЕРАНО ПРЕМИНУЛА СЕСТРА КАРЕН?,КАРПЕНТЕРС (THE САВРЕМТЕВ5),E:\Slagalica\Slagalica-1080p-sve\batch5\2020.11.28 Slagalica _ 133. _.mp4
,10,ПОД КОЈИМ КРАЋИМ АМЕРИКАНИЗОВАНИМ ИМЕНОМ ЈЕ ПОЗНАТ БИВШИ ФУДБАЛЕР И ПРЕДСЕДНИК ФК ЦРВЕНА ЗВЕЗДА ДОБРИВОЈЕ ТАНАСИЈЕВИЋ?,ДЕН ТАНА (РАМ ТАМА),E:\Slagalica\Slagalica-1080p-sve\batch5\2020.11.28 Slagalica _ 133. _.mp4
2020.11.29 Slagalica _ 133. _.mp4,,,,
,1,КОЈИ НАЗИВ СЕ КОРИСТИ ЗА ВУЛКАНСКУ МАГМУ ПОШТО ЈЕ ЕРУПЦИЈА ИЗБАЦИ НА ПОВРШИНУ?,ЛАВА,E:\Slagalica\Slagalica-1080p-sve\batch5\2020.11.29 Slagalica _ 133. _.mp4
,2,ПОЧЕТАК КОЈИХ РАТОВА ЈЕ ИНИЦИРАО ПАПА УРБАН ДРУГИ ГОВОРОМ НА САБОРУ У КЛЕРМОНУ?,КРСТАШКИХ РАТОВА,E:\Slagalica\Slagalica-1080p-sve\batch5\2020.11.29 Slagalica _ 133. _.mp4
,3,"НАСЛОВ КОЈЕ АМЕРИЧКЕ ХУМОРИСТИЧКЕ ТВ СЕРИЈЕ ЈЕ ТРОСЛОВНА СКРАЋЕНИЦА ОД, ЕНГЛЕСКОГ „ВАНЗЕМАЉСКИ ОБЛИК ЖИВОТА“?",АЛФ (АЕ – ALIEN LIFE FORM),E:\Slagalica\Slagalica-1080p-sve\batch5\2020.11.29 Slagalica _ 133. _.mp4
,4,ОРОМО И АМХАРА СУ ДВЕ НАЈБРОЈНИЈЕ ЕТНИЧКЕ ГРУПЕ КОЈЕ АФРИЧКЕ ДРЖАВЕ?,ЕТИОПИЈЕ,E:\Slagalica\Slagalica-1080p-sve\batch5\2020.11.29 Slagalica _ 133. _.mp4
