episode,#,question,answer,filename
,3,КОЈЕ ЈЕ ГОДИНЕ УБИЈЕН КНЕЗ МИХАИЛО ОБРЕНОВИЋ?,1868.,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.12.25 Slagalica.mp4
,4,ИЗ КОЈЕ ДРЖАВЕ ДОЛАЗИ ХВАЉЕНИ ХОРОР ФИЛМ „БАБАДУК“ ИЗ 2014. ГОДИНЕ?,ИЗ АУСТРАЛИЈЕ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.12.25 Slagalica.mp4
,5,КОМ ЦАРСТВУ ОРГАНИЗАМА ПРИПАДА СМРЧАК?,ГЉИВАМА (FUNGI),D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.12.25 Slagalica.mp4
,6,КАКО СЕ ЗОВЕ ДРЕВНА ТЕХНИКА СЛИКАЊА КОД КОЈЕ СЕ БОЈЕ МЕШАЈУ СА РАСТОПЉЕНИМ ВОСКОМ?,ЕНКАУСТИКА,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.12.25 Slagalica.mp4
,7,"КО ЈЕ ДВАПУТ ПРЕДСТАВЉАО МАКЕДОНИЈУ НА ПЕСМИ ЕВРОВИЗИЈЕ КОМПОЗИЦИЈАМА „ЦРНО И БЕЛО“ И „ДОНА""?",КАЛИОПИ (БУКЛЕ),D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.12.25 Slagalica.mp4
,8,"КОЈИ ОД ТРИ НАЈВЕЋА ГРАДА ГРУЗИЈЕ ЛЕЖИ НА ЦРНОМ МОРУ – ТБИЛИСИ, БАТУМИ ИЛИ КУТАИСИ?",БАТУМИ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.12.25 Slagalica.mp4
,9,КАКО СЕ У ГРЧКОЈ МИТОЛОГИЈИ ЗВАЛА ЕДИПОВА МАЈКА И ЖЕНА?,ЈОКАСТА,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.12.25 Slagalica.mp4
,10,У КОМ ГРАДУ СУ НА OM ДУБЛОВИ ЛУПУЛЕСКУ-ПРИМОРАЦ И ФАЗЛИЋ- ПЕРКУЧИН ОСВОЈИЛИ МЕДАЉЕ ЗА СФРЈ У СТОНОМ ТЕНИСУ?,У СЕУЛУ (1988),D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.12.25 Slagalica.mp4
2018.12.26 Slagalica.mp4,,,,
,1,КОЈИ ВОЈВОДА КРАЉЕВИНЕ СРБИЈЕ И ЈУГОСЛАВИЈЕ ЈЕ ИМАО ПРЕЗИМЕ КОЈЕ ЈЕ САДРЖАЛО ЊЕГОВО ВЛАСТИТО ИМЕ?,СТЕПАН „СТЕПА“ СТЕПАНОВИЋ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.12.26 Slagalica.mp4
,2,ВИНИПЕГ ЈЕ ГЛАВНИ И НАЈВЕЋИ ГРАД КОЈЕ КАНАДСКЕ ПРОВИНЦИЈЕ?,МАНИТОБЕ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.12.26 Slagalica.mp4
,3,ИЗ КОЈЕ ЗЕМЉЕ ЈЕ ДОБИТНИЦА НОБЕЛОВЕ НАГРАДЕ ЗА МИР АУНГ САН СУ ЋИ?,ИЗ МЈАНМАРА / БУРМЕ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.12.26 Slagalica.mp4
,4,"СМАТРАН ОЦЕМ РУСКЕ КЛАСИЧНЕ МУЗИКЕ, КО ЈЕ КОМПОНОВАО ОПЕРЕ „РУСЛАН И ЉУДМИЛА“ И „ИВАН СУСАЊИН“?",МИХАИЛ ГЛИНКА,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.12.26 Slagalica.mp4
,5,КОЈА ИНДИЈКА ЈЕ НАПИСАЛА РОМАНЕ „БОГ МАЛИХ СТВАРИ“ И „МИНИСТАРСТВО НЕИЗМЕРНЕ СРЕЋЕ“?,АРУНДАТИРОЈ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.12.26 Slagalica.mp4
,6,КАКО СЕ ЗОВЕ ЈЕЗИК КОЈИМ ТРАДИЦИОНАЛНО ГОВОРЕ ЈЕВРЕЈИ АШКЕНАЗИ?,ЈИДИШ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.12.26 Slagalica.mp4
,7,КОЈИ ЧУВЕНИ ДВОРАЦ И УТВРЂЕЊЕ У ШПАНСКОМ ГРАДУ ГРАНАДИ ЈЕ НАЗВАН ПО АРАПСКОЈ РЕЧИ ЗА ЦРВЕНУ БОЈУ?,АЛХАМБРА,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.12.26 Slagalica.mp4
,8,"КО У ФИЛМОВИМА „КУМ“ И „КУМ 2“ ГЛУМИ ТОМА ХЕЈГЕНА, КОНСИЉЕРЕА ПОРОДИЦЕ КОРЛЕОНЕ?",РОБЕРТ ДУВАЛ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.12.26 Slagalica.mp4
,9,СИСТОЛА И ДИЈАСТОЛА ЧИНЕ ЦИКЛУС РАДА КОГ ОРГАНА?,СРЦА,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.12.26 Slagalica.mp4
,10,КОЈИ УКРАЈИНАЦ ЈЕ 35 ПУТА ОБАРАО СВЕТСКИ РЕКОРД У СКОКУ МОТКОМ?,СЕРГЕЈ БУБКА,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.12.26 Slagalica.mp4
2018.12.27 Slagalica.mp4,,,,
,1,"ПОДЕЉЕН НА ГРЧКИ И ТУРСКИ ДЕО, КАКО СЕ ЗОВЕ ГЛАВНИ ГРАД КИПРА?",НИКОЗИЈА,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.12.27 Slagalica.mp4
,2,КАКО СЕ У ИСЛАМУ НАЗИВА ОСОБА КОЈА СА МИНАРЕТА ЏАМИЈЕ ПОЗИВА ВЕРНИКЕ НА МОЛИТВУ?,МУЈЕЗИН,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.12.27 Slagalica.mp4
,3,НА КОМ ЈАПАНСКОМ ФИЛМУ ЈЕ ЗАСНОВАНА РАДЊА ВЕСТЕРНА „СЕДМОРИЦА ВЕЛИЧАНСТВЕНИХ“?,СЕДАМ САМУРАЈА,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.12.27 Slagalica.mp4
,4,КО ЈЕ НАПИСАО „ЗАПИСЕ ИЗ ПОДЗЕМЉА“ И „ЗАПИСЕ ИЗ МРТВОГ ДОМА“?,ФЈОДОР ДОСТОЈЕВСКИ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.12.27 Slagalica.mp4
,5,"СТЕВАН АЛЕКСИЋ ЈЕ ПОЧЕТКОМ ХХ ВЕКА I СПАДАО У НАЈЗНАЧАЈНИЈЕ СРПСКЕ БОТАНИЧАРЕ, СЛИКАРЕ ИЛИ ИСТОРИЧАРЕ?",СЛИКАРЕ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.12.27 Slagalica.mp4
,6,"КОЈА ЈУГОСЛОВЕНСКА РОК ГРУПА ИЗВОДИ ПЕСМУ „ЛИПЕ ЦВАТУ, СВЕ ЈЕ ИСТО КО И ЛАНИ“?",БИЈЕЛО ДУГМЕ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.12.27 Slagalica.mp4
,7,КАКО СЕ ЗОВЕ СТАРА ЧАРОБНИЦА ИЗ СЛОВЕНСКЕ МИТОЛОГИЈЕ КОЈА У РУСКИМ БАЈКАМА ЖИВИ У КОЛИБИ НА КОКОШЈИМ НОГАМА?,БАБА ЈАГА,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.12.27 Slagalica.mp4
,8,КОЈИ ПОРТУГАЛАЦ ЈЕ НАСЛЕДИО БАН КИ МУНА НА МЕСТУ ГЕНЕРАЛНОГ СЕКРЕТАРА УЈЕДИЊЕНИХ НАЦИЈА?,АНТОНИО ГУТЕРЕС,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.12.27 Slagalica.mp4
,9,КАКО СЕ НА СЛОВО „К“ ЗОВЕ ГЛАВНИ ПРОТЕИН У КРАВЉЕМ МЛЕКУ?,КАЗЕИН,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.12.27 Slagalica.mp4
,10,"КОЈИ РЕВОЛУЦИОНАР СЕ НАШАО У НАЗИВУ ЖЕНСКОГ РУКОМЕТНОГ КЛУБА ИЗ СКОПЉА, КОЈИ ЈЕ 2002. ПОСТАО ПРВАК ЕВРОПЕ?",ЂОРЧЕ ПЕТРОВ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.12.27 Slagalica.mp4
2018.12.28 Slagalica.mp4,,,,
,1,"КАКО СЕ ЗОВЕ ИЗМИШЉЕНА ЗЕМЉА У КОЈОЈ ЖИВЕ ПЕТАР ПАН, ЗВОНЧИЦА И „ИЗГУБЉЕНИ ДЕЧАЦИ“?",НЕДОЂИЈА,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.12.28 Slagalica.mp4
,2,ФИРЕНЦА ЈЕ ГЛАВНИ ГРАД КОЈЕ ИТАЛИЈАНСКЕ РЕГИЈЕ?,ТОСКАНЕ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.12.28 Slagalica.mp4
,3,"КОЈА ДРЖАВА СЕ 1915. ПРИКЉУЧИЛА АУСТРОУГАРСКОЈ, НЕМАЧКОЈ И ТУРСКОЈ У САВЕЗУ ЦЕНТРАЛНИХ СИЛА?",БУГАРСКА,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.12.28 Slagalica.mp4
,4,КАКО СЕ ЗВАО СТАРОЕГИПАТСКИ БОГ ПОДЗЕМЉА?,ОЗИРИС,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.12.28 Slagalica.mp4
,5,"“PLEASE PLEASE МЕ"" ЈЕ ПРВИ СТУДИЈСКИ АЛБУМ КОЈЕ ЧУВЕНЕ МУЗИЧКЕ ГРУПЕ?",БИТЛСА,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.12.28 Slagalica.mp4
,6,"КОЈА ГРЧКА РЕЧ ОЗНАЧАВА ПЕРГАМЕНТ С КОГ ЈЕ САСТРУГАН ИЗВОРНИ ТЕКСТ, ПА ПРЕКО ЊЕГА НАПИСАН НОВИ?",ПАЛИМПСЕСТ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.12.28 Slagalica.mp4
,7,"ТРИ ФИЛМА СА ПО 11 ОСВОЈЕНИХ ОСКАРА СУ „ТИТАНИК“, „ГОСПОДАР ПРСТЕНОВА:ПОВРАТАК КРАЉА“, А ПРЕ ЊИХ...?",БЕН ХУР,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.12.28 Slagalica.mp4
,8,КОЈА ПЛАНЕТА ЈЕ ОД 1997. ДО 2017. ГОДИНЕ БИЛА ГЛАВНИ ПРЕДМЕТ ПРОУЧАВАЊА МИСИЈЕ КАСИНИ-ХАЈГЕНС?,САТУРН,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.12.28 Slagalica.mp4
,9,КОЈИ СЕДМОТОМНИ РОМАН СЕ СМАТРА НАЈЗНАЧАЈНИЈИМ ДЕЛОМ МАРСЕЛА ПРУСТА?,У ПОТРАЗИ ЗА ИЗГУБЉЕНИМ ВРЕМЕНОМ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.12.28 Slagalica.mp4
,10,КОЈИ СРПСКИ КОШАРКАШ ЈЕ 2018. ГОДИНЕ ПОТПИСАО НОВИ УГОВОР МАКСИМАЛНЕ ВРЕДНОСТИ СА ДЕНВЕР НАГЕТСИМА?,НИКОЛА ЈОКИЋ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.12.28 Slagalica.mp4
2018.12.29 Slagalica.mp4,,,,
,1,КОЈИ ЈЕ ПОЗНАТИЈИ НАЗИВ ЈЕЗЕРА НА ГРАНИЦИ ФРАНЦУСКЕ И ШВАЈЦАРСКЕ ЧИЈЕ ЈЕ ДРУГО ИМЕ ЛЕМАНСКО ЈЕЗЕРО?,ЖЕНЕВСКО ЈЕЗЕРО,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.12.29 Slagalica.mp4
,2,КОЈИ ЈЕ УСТАЉЕНИ НАЗИВ ЗА ЈЕДИЊЕЊЕ ЧИЈИ МОЛЕКУЛ ИМА ЈЕДАН АТОМ АЗОТА И ТРИ АТОМА ВОДОНИКА?,АМОНИЈАК,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.12.29 Slagalica.mp4
,3,КОЈА ЕТНОРЕЛИГИЈСКА ГРУПА ЧИНИ ВЕЛИКУ ВЕЋИНУ ЕГИПАТСКИХ ХРИШЋАНА?,КОППТИ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.12.29 Slagalica.mp4
,4,КОЈИ ФРАНЦУСКИ КЊИЖЕВНИК ЈЕ СТВОРИО ЛИК ТАРТАРЕНА ТАРАСКОНЦА?,АЛФОНС ДОДЕ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.12.29 Slagalica.mp4
,5,КО ЈЕ ТУМАЧИО НАСЛОВНИ ЛИК У ОРИГИНАЛНОЈ ВЕРЗИЈИ ТВ СЕРИЈЕ „КОЏАК“?,ТЕЛИ САВАЛАС,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.12.29 Slagalica.mp4
,6,У КОМ ВЕКУ ЈЕ ЦАРИЦА КАТАРИНА ВЕЛИКА ВЛАДАЛА РУСИЈОМ?,У ОСАМНАЕСТОМ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.12.29 Slagalica.mp4
,7,ПОД КОЈИМ ЛАТИНСКИМ НАЗИВОМ ОД ДВЕ РЕЧИ ЈЕ ПОЗНАТА СЕВЕРНА ПОЛАРНА СВЕТЛОСТ?,АУРОРА БОРЕАЛИС,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.12.29 Slagalica.mp4
,8,"КО ЈЕ КОМПОНОВАО ОПЕРУ „КНЕЗ ИВО ОД, СЕМБЕРИЈЕ“?",ИСИДОР БАЈИЋ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.12.29 Slagalica.mp4
,9,ИЗ КОЈЕ ЗЕМЉЕ ЈЕ БИО ЧУВЕНИ АРХИТЕКТА ОСКАР НИМАЈЕР?,ИЗ БРАЗИЛА,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.12.29 Slagalica.mp4
,10,"КОЈИ ТЕНИСЕР ЈЕ 2018, ЗАМЕЊУЈУЋИ БОБА БРАЈАНА У ДУБЛУ СА ЊЕГОВИМ БРАТОМ МАЈКОМ, ОСВОЈИО ДВА ГРЕНД СЛЕМА?",ЏЕК СОК,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.12.29 Slagalica.mp4
2018.12.30 Slagalica.mp4,,,,
,1,КОЈИ СКРАЋЕНИ НАЗИВ СЕ КОРИСТИ ЗА ПОВЛАЧЕЊЕ УЈЕДИЊЕНОГ КРАЉЕВСТВА ИЗ ЕВРОПСКЕ УНИЈЕ?,БРЕГЗИТ / БРЕКСИТ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.12.30 Slagalica.mp4
,2,КАКО СЕ ЗОВЕ ЖИЧАНИ ИНСТРУМЕНТ НА КОМЕ СЕ ПРОСЛАВИО ИНДИЈСКИ МУЗИЧАР РАВИ ШАНКАР?,СИТАР,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.12.30 Slagalica.mp4
,3,"У КОМ ЈЕ ГРАДУ СТОЛОВАО КРАЉЕВИЋ МАРКО, ТО ЈЕСТ МАРКО МРЊАВЧЕВИЋ?",У ПРИЛЕПУ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.12.30 Slagalica.mp4
,4,КОЈИ ХЕМИНГВЕЈЕВ КРАТКИ РОМАН ОПИСУЈЕ БОРБУ КУБАНСКОГ РИБАРА САНТЈАГА СА ОГРОМНОМ РИБОМ?,СТАРАЦ И МОРЕ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.12.30 Slagalica.mp4
,5,КАКО СЕ НА СЛОВО „Е“ НАЗИВА ХАРДВЕР ИЛИ СОФТВЕР КОЈИ ОМОГУЋАВА ЈЕДНОМ РАЧУНАРУ ДА ИМИТИРА ФУНКЦИЈЕ ДРУГОГ?,ЕМУЛАТОР,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.12.30 Slagalica.mp4
,6,КОЈА ОД СЕДАМ РИМСКИХ ЦИФАРА ЈЕ ПОСЛЕДЊА ПО АБЕЦЕДИ?,X (ИКС),D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.12.30 Slagalica.mp4
,7,КО ГЛУМИ НАСЛОВНИ ЛИК АМЕРИЧКЕ КОМЕДИЈЕ „СЛОБОДАН ДАН ФЕРИСА БЈУЛЕРА“?,МЕТЈУ БРОДЕРИК,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.12.30 Slagalica.mp4
,8,СА КОЈОМ ДРЖАВОМ РУСИЈА ДЕЛИ ИСТОРИЈСКУ ОБЛАСТ КАРЕЛИЈУ?,СА ФИНСКОМ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.12.30 Slagalica.mp4
,9,КАКО СЕ У МИТОЛОГИЈИ ЗОВЕ КЋИ МИНОСА И ПАСИФАЈЕ ПОМОЋУ ЧИЈЕ НИТИ ЈЕ ТЕЗЕЈ ИЗАШАО ИЗ МИНОТАУРОВОГ ЛАВИРИНТА?,АРИЈАДНА,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.12.30 Slagalica.mp4
,10,"КАКО СЕ ЗВАО ДАНСКИ ШАХИСТА, РОДОМ ИЗ РИГЕ, ПО КОМ ЈЕ НАЗВАНО ОТВАРАЊЕ НИМЦОИНДИЈСКА ОДБРАНА?",АРОН НИМЦОВИЧ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.12.30 Slagalica.mp4
2018.12.31 Slagalica.mp4,,,,
,1,КАКО СЕ У ФИЛМУ „КО ТО ТАМО ПЕВА“ ЗОВЕ ЧУВЕНА ПРЕВОЗНИЧКА ФИРМА?,КРСТИЋ И СИН,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.12.31 Slagalica.mp4
,2,КОЈЕ МОРЕ АТЛАНТСКОГ ОКЕАНА СЕ ПРОТЕЖЕ ОД МЕКСИКА ДО СЕВЕРНЕ ОБАЛЕ ЈУЖНЕ АМЕРИКЕ?,КАРИПСКО МОРЕ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.12.31 Slagalica.mp4
,3,КОЈА ВРСТА ТУРИСТИЧКОГ ОБИЛАСКА ЈЕ НАЗВАНА РЕЧЈУ ЗА ПУТОВАЊЕ КОЈА ЈЕ ИЗ АРАПСКОГ ДОШЛА У СВАХИЛИ?,САФАРИ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.12.31 Slagalica.mp4
,4,ПРИРОДНИ МИНЕРАЛ ГАЛЕНИТ ЈЕ НАЈВАЖНИЈИ ИЗВОР КОГ МЕТАЛА?,ОЛОВА,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.12.31 Slagalica.mp4
,5,"КОЈА СВЕТСКИ ПОЗНАТА ""ОКОМ АМО BASS"" ГРУПА ИЗ АУСТРАЛИЈЕ ЈЕ НАЗВАНА РЕЧЈУ ЛАТИНСКОГ ПОРЕКЛА ЗА КЛАТНО?",ПЕНДУЛУМ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.12.31 Slagalica.mp4
,6,КОЈИ АРХАИЧНИ ИМПЕРФЕКАТ ЈЕ У НАСЛОВУ ПЕСМЕ БРАНКА РАДИЧЕВИЋА ИЗМЕЂУ РЕЧИ „КАД“ И „УМРЕТИ“?,МЛИДИЈАХ („КАД МЛИДИЈАХ УМРЕТИ“),D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.12.31 Slagalica.mp4
,7,КОЈИ ЈЕ ЈЕДИНИ ПЕРАЈАР ЧИЈИ СУ ГОРЊИ ОЧЊАЦИ ПРЕТВОРЕНИ У ДУГАЧКЕ КЉОВЕ?,МОРЖ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.12.31 Slagalica.mp4
,8,КОЈЕ „ОКРУГЛЕ“ ГОДИНЕ ЈЕ КАРЛО ВЕЛИКИ ПОСТАО ЦАР СВЕТОГ РИМСКОГ ЦАРСТВА?,[-ЈЕЈОЈ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.12.31 Slagalica.mp4
,9,ЕГИПАТСКИ БОГ СОБЕК ОБИЧНО ЈЕ ПРИКАЗИВАН СА ГЛАВОМ КОЈЕ ЖИВОТИЊЕ?,КРОКОДИЛА,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.12.31 Slagalica.mp4
,10,КОЈИ СРБИН ЈЕ ПОСТАО ПРВИ СТРАНИ ТРЕНЕР НЕКОГ НБА ТИМА У ИСТОРИЈИ?,ИГОР КОКОШКОВ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2018.12.31 Slagalica.mp4
2019.01.01 Slagalica.mp4,,,,
,1,"НЕЗАВИСНА ОД 2011. ГОДИНЕ, КОЈА ЈЕ ТРЕНУТНО НАЈМЛАЂА ОПШТЕПРИЗНАТА ДРЖАВА НА СВЕТУ?",ЈУЖНИ СУДАН,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.01.01 Slagalica.mp4
,2,КОЈИ АМЕРИКАНАЦ ЈЕ КОМПОНОВАО „РАПСОДИЈУ У ПЛАВОМ“?,ЏОРЏ ГЕРШВИН,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.01.01 Slagalica.mp4
,3,КО ЈЕ БИО РИМСКИ ПАПА НЕПОСРЕДНО ПРЕ ЈОВАНА ПАВЛА ДРУГОГ?,ЈОВАН ПАВЛЕ ПРВИ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.01.01 Slagalica.mp4
,4,У КОМ ГРАДУ СЕ НАЈБОЉИМ ФИЛМСКИМ ГЛУМИЦАМА И ГЛУМЦИМА ДОДЕЉУЈУ НАГРАДЕ ЦАРИЦА ТЕОДОРА И ЦАР КОНСТАНТИН?,У НИШУ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.01.01 Slagalica.mp4
,5,КОЈУ ЧУВЕНУ ВИДЕО-ИГРУ СЛАГАЊА ПАДАЈУЋИХ ОБЛИКА ЈЕ 1984. КРЕИРАО РУС АЛЕКСЕЈ ПАЖИТНОВ?,ТЕТРИС,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.01.01 Slagalica.mp4
,6,"АЛЕКСАНДРИНАЦ ЈЕ ПРЕМА ТРАДИЦИОНАЛНОЈ ДЕФИНИЦИЈИ СТИХ ОД ОСАМ, ДЕСЕТ ИЛИ ДВАНАЕСТ СЛОГОВА?",ДВАНАЕСТ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.01.01 Slagalica.mp4
,7,"УКОМ ЕВРОПСКОМ ГРАДУ СЕ НАЛАЗИ СТАТУА ЛЕГЕНДАРНОГ ВАВЕЛСКОГ ЗМАЈА, ЈЕДНОГ ОД ЊЕГОВИХ СИМБОЛА?",У КРАКОВУ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.01.01 Slagalica.mp4
,8,"У КОЈОЈ ДРЖАВИ ХРОНОЛОШКУ ЛИСТУ ПРЕДСЕДНИКА ПОЧИЊУ ДВА ЛЕОНИДА, ИЗА КОЈИХ СЛЕДЕ ДВА ВИКТОРА?",У УКРАЈИНИ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.01.01 Slagalica.mp4
,9,КАКО СЕ У НОРДИЈСКОЈ МИТОЛОГИЈИ ЗОВЕ ОДИНОВА ДВОРАНА У КОЈУ ОДЛАЗИ ПОЛОВИНА РАТНИКА ПАЛИХ У БОЈУ?,ВАЛХАЛА,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.01.01 Slagalica.mp4
,10,КО ЈЕ БИО СВЕТСКИ РЕКОРДЕР У МУШКОМ СКОКУ УДАЉ ОД 1968. ДО 1991. ГОДИНЕ?,БОБ БИМОН,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.01.01 Slagalica.mp4
2019.01.02 Slagalica.mp4,,,,
,1,"БЕН ЈЕ РЕЖИСЕР И ГЛАВНИ ГЛУМАЦ ФИЛМА „АРГО“, КЕЈСИ ИГРА У „МАНЧЕСТЕРУ НА МОРУ“. КОЈЕ ЈЕ ПРЕЗИМЕ ОВЕ БРАЋЕ?",АФЛЕК,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.01.02 Slagalica.mp4
,2,"КАКО СЕ, ПО АРАПСКОЈ РЕЧИ ЗА ЗАПАД, ЗОВЕ РЕГИЈА КОЈУ ЧИНЕ ЛИБИЈА, ТУНИС, АЛЖИР, МАРОКО И МАУРИТАНИЈА?",МАГРЕБ,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.01.02 Slagalica.mp4
,3,КОЈА ХЛАДНА СУПА ОД ПОВРЋА СЕ ЧЕСТО ПОМИЊЕ СА ОДРЕДНИЦОМ „АНДАЛУЗИЈСКИ“ ПО РЕГИЈИ ИЗ КОЈЕ ПОТИЧЕ?,ГАСПАЧО,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.01.02 Slagalica.mp4
,4,ПОД КОЈИМ КРАЋИМ ИМЕНОМ ЈЕ ПОЗНАТ БОТУЛИНСКИ ТОКСИН КАДА СЕ У МАЛИМ ДОЗАМА КОРИСТИ ЗА СМАЊИВАЊЕ БОРА?,БОТОКС,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.01.02 Slagalica.mp4
,5,КАКО СЕ НАЗИВА СТИЛСКА ФИГУРА ПОНАВЉАЊА ИСТИХ СУГЛАСНИКА У ВИШЕ РЕЧИ У СТИХУ?,АЛИТЕРАЦИЈА,D:\Slagalica720p\Slagalica-720p-novi-intro-nova-grafika\batch10\2019.01.02 Slagalica.mp4
